"Participant_ID" "judge_type" "difficulty" "coherence" "target_color_proportion" "trial_num"
1 "motion" "easy_formal" 0.1755 0 108
1 "motion" "easy_formal" 0.1755 0 109
1 "motion" "easy_formal" 0.1755 0 110
1 "motion" "easy_formal" 0.1755 0 111
1 "motion" "easy_formal" 0.1755 0 112
1 "motion" "easy_formal" 0.1755 0 113
1 "motion" "easy_formal" 0.1755 0 114
1 "motion" "easy_formal" 0.1755 0 115
1 "motion" "easy_formal" 0.1755 0 116
1 "motion" "easy_formal" 0.1755 0 117
1 "motion" "easy_formal" 0.1755 0 118
1 "motion" "easy_formal" 0.1755 0 119
1 "motion" "easy_formal" 0.1755 0 120
1 "motion" "easy_formal" 0.16875 0 121
1 "motion" "easy_formal" 0.16875 0 122
1 "motion" "easy_formal" 0.16875 0 123
1 "motion" "easy_formal" 0.16875 0 124
1 "motion" "easy_formal" 0.16875 0 125
1 "motion" "easy_formal" 0.16875 0 126
1 "motion" "easy_formal" 0.16875 0 127
1 "motion" "easy_formal" 0.16875 0 128
1 "motion" "easy_formal" 0.16875 0 129
1 "motion" "easy_formal" 0.16875 0 130
1 "motion" "easy_formal" 0.16875 0 131
1 "motion" "easy_formal" 0.16875 0 132
1 "motion" "easy_formal" 0.16875 0 133
1 "motion" "easy_formal" 0.16875 0 134
1 "motion" "easy_formal" 0.16875 0 135
1 "motion" "easy_formal" 0.16875 0 136
1 "motion" "easy_formal" 0.16875 0 137
1 "motion" "easy_formal" 0.16875 0 138
1 "motion" "easy_formal" 0.16875 0 139
1 "motion" "easy_formal" 0.16875 0 140
1 "motion" "easy_formal" 0.16875 0 141
1 "motion" "easy_formal" 0.16875 0 142
1 "motion" "easy_formal" 0.16875 0 143
1 "motion" "easy_formal" 0.16875 0 144
1 "motion" "easy_formal" 0.18075 0 145
1 "motion" "easy_formal" 0.18075 0 146
1 "motion" "easy_formal" 0.18075 0 147
1 "motion" "easy_formal" 0.18075 0 148
1 "motion" "easy_formal" 0.18075 0 149
1 "motion" "easy_formal" 0.18075 0 150
1 "motion" "easy_formal" 0.18075 0 151
